Comments,sentiment
This is a beautiful message you sent New York will always be New York the powerful place to be,0.35568181818181815
It's always a wonderful drive to drive up beside the East River,1.0
The best men the Movie it’s number on in the world Thank you good men ❤️,0.85
stay strong 💪  God 🙏 love a try,0.4666666666666667
This is a beautiful message you sent New York will always be New York the powerful place to be,0.35568181818181815
It's always a wonderful drive to drive up beside the East River,1.0
The best men the Movie it’s number on in the world Thank you good men ❤️,0.85
LOL,0.8
Love it! Had to be in the south!!,0.9765625
You are inspiring and you are the best,0.75
Funny,0.25
LOL,0.8
Love it! Had to be in the south!!,0.9765625
You are inspiring and you are the best,0.75
Funny,0.25
LOL,0.8
Love it! Had to be in the south!!,0.9765625
You are inspiring and you are the best,0.75
Funny,0.25
I would love to hear it It's probably magnificent wonderful,0.8333333333333334
Can't wait to hear it..beautiful  relationship and great creations we already know ❤️❤️❤️🔥,0.8
Here is a cute picture I found on MeWe about a year ago. I think you will like it.,0.5
I would love to hear it It's probably magnificent wonderful,0.8333333333333334
Can't wait to hear it..beautiful  relationship and great creations we already know ❤️❤️❤️🔥,0.8
Here is a cute picture I found on MeWe about a year ago. I think you will like it.,0.5
I would love to hear it It's probably magnificent wonderful,0.8333333333333334
Can't wait to hear it..beautiful  relationship and great creations we already know ❤️❤️❤️🔥,0.8
Here is a cute picture I found on MeWe about a year ago. I think you will like it.,0.5
Love you family forever😍💪❤🤗,0.5
Love you two...,0.5
Love you vin 🥰🥰🥰🥰,0.5
Love you family forever😍💪❤🤗,0.5
Love you two...,0.5
Love you vin 🥰🥰🥰🥰,0.5
Love you family forever😍💪❤🤗,0.5
Love you two...,0.5
Love you vin 🥰🥰🥰🥰,0.5
That's nice pic,0.6
That's nice pic,0.6
That's nice pic,0.6
What a lovely photograph of you 🤗❤️😃,0.5
Smile love ! mam delicious! ♥♥♥♥,0.6416666666666667
"As a frown of Nice , also have beautiful smiles😍😍",0.725
What a lovely photograph of you 🤗❤️😃,0.5
Smile love ! mam delicious! ♥♥♥♥,0.6416666666666667
"As a frown of Nice , also have beautiful smiles😍😍",0.725
What a lovely photograph of you 🤗❤️😃,0.5
Smile love ! mam delicious! ♥♥♥♥,0.6416666666666667
"As a frown of Nice , also have beautiful smiles😍😍",0.725
Vin Diesel I support you 100% I love all of your 🎥 movies I just want to hsay good job man,0.6
Love IT!!,0.78125
Wish you follback me:),0.5
Whoa so cool,0.35
The only best,0.5
Vin Diesel I support you 100% I love all of your 🎥 movies I just want to hsay good job man,0.6
Love IT!!,0.78125
Wish you follback me:),0.5
Whoa so cool,0.35
The only best,0.5
Vin Diesel I support you 100% I love all of your 🎥 movies I just want to hsay good job man,0.6
Love IT!!,0.78125
Wish you follback me:),0.5
Whoa so cool,0.35
The only best,0.5
Horses are great,0.8
Happy Birthday! He looks soo happy. 🎂🎈🎈🎈🎈,0.9
Cute man😊😊😊😊😊😊,0.5
Cute baby😍😍😍😍😘😘😘😘,0.5
I'love horse.!!!!!💜💜💜💜💛💛💚💚👏☺,0.5
So cute,0.5
Dude I love ridding I ride like every day,0.5
Horses are great,0.8
Happy Birthday! He looks soo happy. 🎂🎈🎈🎈🎈,0.9
Cute man😊😊😊😊😊😊,0.5
Cute baby😍😍😍😍😘😘😘😘,0.5
I'love horse.!!!!!💜💜💜💜💛💛💚💚👏☺,0.5
So cute,0.5
Dude I love ridding I ride like every day,0.5
Horses are great,0.8
Happy Birthday! He looks soo happy. 🎂🎈🎈🎈🎈,0.9
Cute man😊😊😊😊😊😊,0.5
Cute baby😍😍😍😍😘😘😘😘,0.5
I'love horse.!!!!!💜💜💜💜💛💛💚💚👏☺,0.5
So cute,0.5
Dude I love ridding I ride like every day,0.5
Interesting...,0.5
So true,0.35
This is so true. I would have never said that in my younger years but as I've lived life - I see this is so true! Nice one Vin - your IG page is warming with family and love! Peace ✌️,0.4025
REALLY DO YOU REALLY FEEL THAT WAY 🤔🥀,0.2
Interesting...,0.5
So true,0.35
This is so true. I would have never said that in my younger years but as I've lived life - I see this is so true! Nice one Vin - your IG page is warming with family and love! Peace ✌️,0.4025
REALLY DO YOU REALLY FEEL THAT WAY 🤔🥀,0.2
Interesting...,0.5
So true,0.35
This is so true. I would have never said that in my younger years but as I've lived life - I see this is so true! Nice one Vin - your IG page is warming with family and love! Peace ✌️,0.4025
REALLY DO YOU REALLY FEEL THAT WAY 🤔🥀,0.2
That is beautiful,0.85
"Beautiful view, just beautiful 😊😁💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",0.85
Nice L.Y ❤️😍😘💋👍😂❤️❤️❤️❤️😍😍❤️❤️💋💋💋💋💋💋💋💋💋💋👍,0.6
That's beautiful that's all God's work,0.85
Sup man...oh and that nice,0.6
Wow ..só beautiful,0.475
"🙋 @vindiesel beautiful reflections, poignant thoughts 👍 💕😊",0.425
That is beautiful,0.85
"Beautiful view, just beautiful 😊😁💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",0.85
Nice L.Y ❤️😍😘💋👍😂❤️❤️❤️❤️😍😍❤️❤️💋💋💋💋💋💋💋💋💋💋👍,0.6
That's beautiful that's all God's work,0.85
Sup man...oh and that nice,0.6
Wow ..só beautiful,0.475
"🙋 @vindiesel beautiful reflections, poignant thoughts 👍 💕😊",0.425
That is beautiful,0.85
"Beautiful view, just beautiful 😊😁💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",0.85
Nice L.Y ❤️😍😘💋👍😂❤️❤️❤️❤️😍😍❤️❤️💋💋💋💋💋💋💋💋💋💋👍,0.6
That's beautiful that's all God's work,0.85
Sup man...oh and that nice,0.6
Wow ..só beautiful,0.475
"🙋 @vindiesel beautiful reflections, poignant thoughts 👍 💕😊",0.425
"@vindiesel You know what I ask God every day, I ask him to let me love you! I ask him not to let me go without first being able to experience this love that screams inside ♥️",0.46875
Lovely sunset,0.5
….Beautiful silhouette and light ….—-🕊—-💙💛—-🕊—-,0.4
"@vindiesel You know what I ask God every day, I ask him to let me love you! I ask him not to let me go without first being able to experience this love that screams inside ♥️",0.46875
Lovely sunset,0.5
….Beautiful silhouette and light ….—-🕊—-💙💛—-🕊—-,0.4
"@vindiesel You know what I ask God every day, I ask him to let me love you! I ask him not to let me go without first being able to experience this love that screams inside ♥️",0.46875
Lovely sunset,0.5
….Beautiful silhouette and light ….—-🕊—-💙💛—-🕊—-,0.4
❤️ I named my second son after your character in your movie 🎥 while pregnant with him Dominic because I loved your acting and the movie fast 💨 and furious so much,0.23888888888888885
I Love You Dom,0.5
I love your sparkling eyes.,0.5
Fast and Furious Foreva love the movies u have Done So far hope u make more epsiodes!,0.35624999999999996
❤️ I named my second son after your character in your movie 🎥 while pregnant with him Dominic because I loved your acting and the movie fast 💨 and furious so much,0.23888888888888885
I Love You Dom,0.5
I love your sparkling eyes.,0.5
Fast and Furious Foreva love the movies u have Done So far hope u make more epsiodes!,0.35624999999999996
❤️ I named my second son after your character in your movie 🎥 while pregnant with him Dominic because I loved your acting and the movie fast 💨 and furious so much,0.23888888888888885
I Love You Dom,0.5
I love your sparkling eyes.,0.5
Fast and Furious Foreva love the movies u have Done So far hope u make more epsiodes!,0.35624999999999996
Getting in shape for the new riddick movie!! 💯💪,0.2130681818181818
Real one 🔥🔥🔥,0.2
Getting in shape for the new riddick movie!! 💯💪,0.2130681818181818
Real one 🔥🔥🔥,0.2
Getting in shape for the new riddick movie!! 💯💪,0.2130681818181818
Real one 🔥🔥🔥,0.2
@vindiesel We are absolutely alone when you're in trouble until then everyone runs that you - was there. I am a mother suffering who asks you to give us a chance you are a great man and your soul you are a parent. I am a single mother with two children twin girls small and we can not ignore one over weight we do not suffer too much have mercy on us children. We are so sincere when you have no possibility Mr please help us not ignore the enormous very much please answer😢😢😢,0.15984126984126984
@vindiesel We are absolutely alone when you're in trouble until then everyone runs that you - was there. I am a mother suffering who asks you to give us a chance you are a great man and your soul you are a parent. I am a single mother with two children twin girls small and we can not ignore one over weight we do not suffer too much have mercy on us children. We are so sincere when you have no possibility Mr please help us not ignore the enormous very much please answer😢😢😢,0.15984126984126984
@vindiesel We are absolutely alone when you're in trouble until then everyone runs that you - was there. I am a mother suffering who asks you to give us a chance you are a great man and your soul you are a parent. I am a single mother with two children twin girls small and we can not ignore one over weight we do not suffer too much have mercy on us children. We are so sincere when you have no possibility Mr please help us not ignore the enormous very much please answer😢😢😢,0.15984126984126984
thank you for showing how to do the work out on the floor with the rows I need to learn to do that. but what that kind of work out works on. I would like to get a flat belly.,0.2875
thank you for showing how to do the work out on the floor with the rows I need to learn to do that. but what that kind of work out works on. I would like to get a flat belly.,0.2875
thank you for showing how to do the work out on the floor with the rows I need to learn to do that. but what that kind of work out works on. I would like to get a flat belly.,0.2875
Adam Sandler wants his portrait back.,0.1
This is simply breathtaking 👋🙌💕🥰,1.0
Vindiesel toretto your an aewsome actor. Hope to see new movies soon. Also may god bless you and your family,0.13636363636363635
Wonderful picture!!!,1.0
Adam Sandler wants his portrait back.,0.1
This is simply breathtaking 👋🙌💕🥰,1.0
Vindiesel toretto your an aewsome actor. Hope to see new movies soon. Also may god bless you and your family,0.13636363636363635
Wonderful picture!!!,1.0
Adam Sandler wants his portrait back.,0.1
This is simply breathtaking 👋🙌💕🥰,1.0
Vindiesel toretto your an aewsome actor. Hope to see new movies soon. Also may god bless you and your family,0.13636363636363635
Wonderful picture!!!,1.0
I love zander❤️,0.5
Uau lovely picture,0.5
WOW!!!!!,0.30517578125
U are amazing brother,0.6000000000000001
Oh wow,0.1
Love you,0.5
Wow,0.1
I love zander❤️,0.5
Uau lovely picture,0.5
WOW!!!!!,0.30517578125
U are amazing brother,0.6000000000000001
Oh wow,0.1
Love you,0.5
Wow,0.1
I love zander❤️,0.5
Uau lovely picture,0.5
WOW!!!!!,0.30517578125
U are amazing brother,0.6000000000000001
Oh wow,0.1
Love you,0.5
Wow,0.1
Activează modul Mih...în toate pozele :))))) @didd.alle,0.5
Beautifull man l loving,0.6
Love u vinnnn @vindiesel,0.5
Love you,0.5
Activează modul Mih...în toate pozele :))))) @didd.alle,0.5
Beautifull man l loving,0.6
Love u vinnnn @vindiesel,0.5
Love you,0.5
Activează modul Mih...în toate pozele :))))) @didd.alle,0.5
Beautifull man l loving,0.6
Love u vinnnn @vindiesel,0.5
Love you,0.5
Vindiesel love you from indonesia,0.5
@rasiease lmao this nigg Hammer trying to lean in the pic too,0.6
Vindiesel love you from indonesia,0.5
@rasiease lmao this nigg Hammer trying to lean in the pic too,0.6
Vindiesel love you from indonesia,0.5
@rasiease lmao this nigg Hammer trying to lean in the pic too,0.6
Love you 😍 Vincent Mark Sinclair 😮,0.5
What you are not pale lmao,0.3525
That lip bite though!!😍😍😍😍😍😍 so hot!!,0.390625
love of my life @vindiesel,0.5
"You keep rock your hot body ,honey",0.25
Love you 😍 Vincent Mark Sinclair 😮,0.5
What you are not pale lmao,0.3525
That lip bite though!!😍😍😍😍😍😍 so hot!!,0.390625
love of my life @vindiesel,0.5
"You keep rock your hot body ,honey",0.25
Love you 😍 Vincent Mark Sinclair 😮,0.5
What you are not pale lmao,0.3525
That lip bite though!!😍😍😍😍😍😍 so hot!!,0.390625
love of my life @vindiesel,0.5
"You keep rock your hot body ,honey",0.25
@jennysalsbury haha no biggi. I just hope the make one more and this time his has to go home :),0.39999999999999997
Sorry I thought you were saying he needed to make a third lol @thearrt,0.10000000000000002
@jennysalsbury  haha I know have seen all of them that's why I want another one.,0.2
"@thearrt dude there is technically 4 riddick movies first is PITCH BLACK, second is a thirty min cartoon called CHRONICLES OF RIDDICK DARK FURY, third is just THE CHRONICLES OF RIDDICK, and the fourth movie Is just titled RIDDICK. So many questions get answered if you watch all of them in a row haha",0.07037037037037036
"""Its been a long time, since i smelled beautiful."" -Riddick",0.39999999999999997
I hope this is the real Vin Diesel's page if so could you please please please answer one question for me in the latest Riddick movie the dog that you had with you did he only have one eye?????,0.2333333333333333
I hope this is the real Vin Diesel's page if so could you please please please answer one question for me in the latest Riddick movie the dog that you had with you did he only have one eye?????,0.2333333333333333
"Hi vin, this little text I come to express some of what I feel for you, some of my admiration as a fan.I more than anything want to thank everyone who helped me to get your attention, to say that I am grateful, I feel very honored that you are reading this little comment.Now to the point.I'm your fan to 4 years, and Vin, I get so happy when I think of you, my mother came to call me crazy!I remember like it was yesterday, I was watching BABYLON a.d with my family, and suddenly appears a strong guy with a tough guy, that caught my attention as intriguingly I could not stand, and like any fan, checked at all sites, information about you, little things, that after a while, I could really notice, which made me a fan, it was you and your character, you Vin gave a comeback!You tried, failed, but still has not lost hope, and it looks today, is one of the most admired guys in the world.Vin, I draw on you, I'll be like you one day.Not by their dress, not for its luxury, I want to be like in character,family to be the most important thing, I want you all love, is indestructible, I'm your fan, I love you.I watch Fast and Furious crying, because who gave strength and encouragement to you, if it was, 😔 but is in a better place, driving the winds.Vin, if you are reading this review, I pray with all the affection that follow me in this social network, which is where I follow your work, and where I see how love transforms you always in a best man for his sons, and his wife and family.I LOVE MARK SINCLAIR.With love Jackeline Virginia.@_virginiaaj",0.2566111111111111
"Hi vin, this little text I come to express some of what I feel for you, some of my admiration as a fan.I more than anything want to thank everyone who helped me to get your attention, to say that I am grateful, I feel very honored that you are reading this little comment.Now to the point.I'm your fan to 4 years, and Vin, I get so happy when I think of you, my mother came to call me crazy!I remember like it was yesterday, I was watching BABYLON a.d with my family, and suddenly appears a strong guy with a tough guy, that caught my attention as intriguingly I could not stand, and like any fan, checked at all sites, information about you, little things, that after a while, I could really notice, which made me a fan, it was you and your character, you Vin gave a comeback!You tried, failed, but still has not lost hope, and it looks today, is one of the most admired guys in the world.Vin, I draw on you, I'll be like you one day.Not by their dress, not for its luxury, I want to be like in character,family to be the most important thing, I want you all love, is indestructible, I'm your fan, I love you.I watch Fast and Furious crying, because who gave strength and encouragement to you, if it was, 😔 but is in a better place, driving the winds.Vin, if you are reading this review, I pray with all the affection that follow me in this social network, which is where I follow your work, and where I see how love transforms you always in a best man for his sons, and his wife and family.I LOVE MARK SINCLAIR.With love Jackeline Virginia.@_virginiaaj",0.2566111111111111
@jennysalsbury haha no biggi. I just hope the make one more and this time his has to go home :),0.39999999999999997
Sorry I thought you were saying he needed to make a third lol @thearrt,0.10000000000000002
@jennysalsbury  haha I know have seen all of them that's why I want another one.,0.2
"@thearrt dude there is technically 4 riddick movies first is PITCH BLACK, second is a thirty min cartoon called CHRONICLES OF RIDDICK DARK FURY, third is just THE CHRONICLES OF RIDDICK, and the fourth movie Is just titled RIDDICK. So many questions get answered if you watch all of them in a row haha",0.07037037037037036
"""Its been a long time, since i smelled beautiful."" -Riddick",0.39999999999999997
I hope this is the real Vin Diesel's page if so could you please please please answer one question for me in the latest Riddick movie the dog that you had with you did he only have one eye?????,0.2333333333333333
I hope this is the real Vin Diesel's page if so could you please please please answer one question for me in the latest Riddick movie the dog that you had with you did he only have one eye?????,0.2333333333333333
"Hi vin, this little text I come to express some of what I feel for you, some of my admiration as a fan.I more than anything want to thank everyone who helped me to get your attention, to say that I am grateful, I feel very honored that you are reading this little comment.Now to the point.I'm your fan to 4 years, and Vin, I get so happy when I think of you, my mother came to call me crazy!I remember like it was yesterday, I was watching BABYLON a.d with my family, and suddenly appears a strong guy with a tough guy, that caught my attention as intriguingly I could not stand, and like any fan, checked at all sites, information about you, little things, that after a while, I could really notice, which made me a fan, it was you and your character, you Vin gave a comeback!You tried, failed, but still has not lost hope, and it looks today, is one of the most admired guys in the world.Vin, I draw on you, I'll be like you one day.Not by their dress, not for its luxury, I want to be like in character,family to be the most important thing, I want you all love, is indestructible, I'm your fan, I love you.I watch Fast and Furious crying, because who gave strength and encouragement to you, if it was, 😔 but is in a better place, driving the winds.Vin, if you are reading this review, I pray with all the affection that follow me in this social network, which is where I follow your work, and where I see how love transforms you always in a best man for his sons, and his wife and family.I LOVE MARK SINCLAIR.With love Jackeline Virginia.@_virginiaaj",0.2566111111111111
"Hi vin, this little text I come to express some of what I feel for you, some of my admiration as a fan.I more than anything want to thank everyone who helped me to get your attention, to say that I am grateful, I feel very honored that you are reading this little comment.Now to the point.I'm your fan to 4 years, and Vin, I get so happy when I think of you, my mother came to call me crazy!I remember like it was yesterday, I was watching BABYLON a.d with my family, and suddenly appears a strong guy with a tough guy, that caught my attention as intriguingly I could not stand, and like any fan, checked at all sites, information about you, little things, that after a while, I could really notice, which made me a fan, it was you and your character, you Vin gave a comeback!You tried, failed, but still has not lost hope, and it looks today, is one of the most admired guys in the world.Vin, I draw on you, I'll be like you one day.Not by their dress, not for its luxury, I want to be like in character,family to be the most important thing, I want you all love, is indestructible, I'm your fan, I love you.I watch Fast and Furious crying, because who gave strength and encouragement to you, if it was, 😔 but is in a better place, driving the winds.Vin, if you are reading this review, I pray with all the affection that follow me in this social network, which is where I follow your work, and where I see how love transforms you always in a best man for his sons, and his wife and family.I LOVE MARK SINCLAIR.With love Jackeline Virginia.@_virginiaaj",0.2566111111111111
@jennysalsbury haha no biggi. I just hope the make one more and this time his has to go home :),0.39999999999999997
Sorry I thought you were saying he needed to make a third lol @thearrt,0.10000000000000002
@jennysalsbury  haha I know have seen all of them that's why I want another one.,0.2
"@thearrt dude there is technically 4 riddick movies first is PITCH BLACK, second is a thirty min cartoon called CHRONICLES OF RIDDICK DARK FURY, third is just THE CHRONICLES OF RIDDICK, and the fourth movie Is just titled RIDDICK. So many questions get answered if you watch all of them in a row haha",0.07037037037037036
"""Its been a long time, since i smelled beautiful."" -Riddick",0.39999999999999997
I hope this is the real Vin Diesel's page if so could you please please please answer one question for me in the latest Riddick movie the dog that you had with you did he only have one eye?????,0.2333333333333333
